#	S	N	Амплитуда	Время
63	+	7	-1.419802	8.977000
64	+	7	-1.205138	9.225000
64	+	7	-1.205139	9.227000
64	+	7	-1.205139	9.231000
64	+	7	-1.205109	9.247000
64	+	7	-1.205108	9.249000
64	+	7	-1.205109	9.251000
64	+	7	-1.209060	9.357000
65	+	7	-1.126993	9.478000
66	+	7	-3.002362	7.863000
66	+	7	-3.002363	7.865000
67	+	7	-3.402724	7.689000
68	+	7	-2.743906	7.974000
69	+	7	-1.211324	9.334000
70	+	7	-1.147458	8.492000
70	+	7	-1.136762	8.691000
70	+	7	-1.136758	8.693000
70	+	7	-1.223571	9.233000
71	+	7	-1.031147	9.477000
72	+	7	-1.028092	9.735000
73	+	7	-3.999738	4.361000
74	+	7	-1.149130	9.416000
75	+	7	-0.986342	9.693000
76	+	7	-1.017822	9.409000
77	+	7	-3.999738	4.388000
78	+	7	-3.027130	7.683000
79	+	7	-1.007981	9.539000
80	+	7	-2.988281	7.906000
81	+	7	-2.171012	6.920000
82	+	7	-1.289412	9.244000
83	+	7	-1.046290	9.639000
84	+	7	-1.591001	8.808000
84	+	7	-1.591001	8.810000
85	+	7	-0.953868	9.532000
85	+	7	-0.954202	9.584000
86	+	7	-3.999738	4.357000
87	+	7	-3.999738	4.362000
88	+	7	-1.078412	9.533000
89	+	7	-1.120349	9.415000
89	+	7	-1.119461	9.465000
89	+	7	-1.119465	9.471000
90	+	7	-0.961881	9.454000
91	+	7	-3.999738	4.316000
92	+	7	-1.015558	9.469000
93	+	7	-1.180319	9.402000
93	+	7	-1.180322	9.404000
93	+	7	-1.180324	9.406000
94	+	7	-1.767570	8.646000
95	+	7	-3.999738	7.828000
96	+	7	-2.488475	8.177000
97	+	7	-2.856537	9.149000
98	+	7	-0.984281	9.450000
98	+	7	-0.984280	9.452000
99	+	7	-1.126087	9.419000
99	+	7	-1.128755	9.496000
100	+	7	-3.638144	7.210000
100	+	7	-3.638144	7.214000
100	+	7	-3.639049	7.266000
101	+	7	-1.914204	8.538000
102	+	7	-1.172637	9.381000
102	+	7	-1.171964	9.445000
102	+	7	-1.171956	9.451000
102	+	7	-1.171952	9.453000
102	+	7	-1.171953	9.455000
102	+	7	-1.171951	9.457000
103	+	7	-1.573243	8.859000
104	+	7	-1.264395	9.276000
105	+	7	-2.060480	7.976000
106	+	7	-1.169076	9.674000
107	+	7	-1.093680	9.483000
108	+	7	-1.001979	9.520000
109	+	7	-3.999738	4.352000
110	+	7	-1.331532	9.094000
110	+	7	-1.332539	9.154000
111	+	7	-1.250760	9.237000
112	+	7	-1.628783	8.863000
113	+	7	-1.271931	9.250000
114	+	7	-1.157098	9.452000
115	+	7	-1.151083	9.411000
116	+	7	-1.260967	9.202000
116	+	7	-1.260969	9.204000
116	+	7	-1.260970	9.206000
117	+	7	-1.277917	9.282000
118	+	7	-1.409983	9.383000
118	+	7	-1.409984	9.385000
119	+	7	-0.979887	9.479000
119	+	7	-0.979885	9.483000
119	+	7	-0.979856	9.495000
119	+	7	-0.980462	9.542000
120	+	7	-1.886261	8.557000
121	+	7	-1.121550	9.465000
122	+	7	-1.087028	9.753000
123	+	7	-1.671303	8.832000
124	+	7	-1.185089	9.328000
125	+	7	-1.366866	9.027000
126	+	7	-1.370799	9.553000
127	+	7	-3.220171	7.780000
128	+	7	-1.313453	9.103000
128	+	7	-1.311788	9.183000
129	+	7	-1.014572	9.727000
130	+	7	-0.986168	9.396000
130	+	7	-0.986547	9.533000
130	+	7	-0.986547	9.535000
131	+	7	-1.240978	9.270000
132	+	7	-1.267715	9.217000
133	+	7	-0.964695	9.484000
134	+	7	-1.120783	9.432000
135	+	7	-2.091835	7.414000
136	+	7	-2.850310	7.929000
137	+	7	-1.067598	9.504000
138	+	7	-1.401063	9.539000
139	+	7	-1.067672	9.531000
140	+	7	-0.977548	9.536000
141	+	7	-1.009558	9.514000
142	+	7	-1.566829	9.424000
143	+	7	-1.233518	9.140000
143	+	7	-1.233518	9.142000
144	+	7	-0.986169	9.673000
145	+	7	-3.210940	7.423000
146	+	7	-1.177423	9.642000
147	+	7	-0.994993	9.726000
148	+	7	-2.120267	6.512000
149	+	7	-1.123515	9.377000
149	+	7	-1.123515	9.379000
149	+	7	-1.123604	9.491000
150	+	7	-3.999738	4.363000
151	+	7	-2.491811	8.161000
152	+	7	-1.436219	9.028000
153	+	7	-1.038342	9.392000
154	+	7	-1.049249	9.442000
155	+	7	-1.152658	9.383000
156	+	7	-1.099521	9.476000
157	+	7	-1.133195	9.710000
158	+	7	-1.034670	9.488000
159	+	7	-0.958920	9.717000
160	+	7	-1.051231	9.707000
161	+	7	-1.054208	9.474000
162	+	7	-1.390828	9.112000
162	+	7	-1.390827	9.114000
162	+	7	-1.392266	9.202000
163	+	7	-1.525018	9.462000
164	+	7	-3.999738	4.363000
165	+	7	-1.566186	8.952000
165	+	7	-1.566187	8.954000
166	+	7	-2.145082	9.286000
167	+	7	-1.112536	9.413000
167	+	7	-1.112003	9.473000
168	+	7	-1.339789	9.086000
169	+	7	-1.284543	9.243000
170	+	7	-1.040362	9.536000
171	+	7	-0.967757	9.514000
172	+	7	-1.525181	8.864000
172	+	7	-1.525193	8.870000
172	+	7	-1.525193	8.872000
173	+	7	-2.135012	6.505000
174	+	7	-0.965574	9.704000
175	+	7	-0.959959	9.728000
176	+	7	-1.842427	8.611000
177	+	7	-2.186009	9.272000
178	+	7	-1.048092	9.582000
179	+	7	-1.720181	9.357000
179	+	7	-1.720181	9.359000
180	+	7	-0.991664	9.466000
181	+	7	-1.189863	9.307000
181	+	7	-1.190976	9.383000
182	+	7	-1.621894	8.823000
183	+	7	-1.296663	9.162000
184	+	7	-1.091969	9.546000
185	+	7	-2.121384	7.075000
186	+	7	-3.999738	4.388000
187	+	7	-1.088864	9.540000
188	+	7	-1.124477	9.693000
189	+	7	-0.991842	9.476000
190	+	7	-1.033998	9.417000
191	+	7	-1.419322	9.080000
192	+	7	-1.175122	9.367000
193	+	7	-1.291758	9.126000
193	+	7	-1.291152	9.169000
193	+	7	-1.291747	9.213000
194	+	7	-3.075771	7.579000
195	+	7	-1.988988	8.308000
196	+	7	-1.089331	9.466000
197	+	7	-0.977746	9.466000
197	+	7	-0.977747	9.468000
197	+	7	-0.977746	9.470000
198	+	7	-1.038997	9.544000
198	+	7	-1.038997	9.546000
199	+	7	-0.977482	9.445000
200	+	7	-1.358190	9.154000
200	+	7	-1.358192	9.156000
201	+	7	-1.048427	9.505000
202	+	7	-0.962606	9.508000
203	+	7	-1.139310	9.691000
204	+	7	-1.926852	9.316000
205	+	7	-1.413045	9.524000
206	+	7	-2.147070	6.695000
207	+	7	-1.161867	9.455000
207	+	7	-1.161867	9.457000
208	+	7	-1.557330	8.927000
209	+	7	-1.191232	9.362000
210	+	7	-1.229976	9.316000
210	+	7	-1.229977	9.318000
211	+	7	-0.981053	9.480000
212	+	7	-1.491364	8.921000
212	+	7	-1.491367	8.923000
212	+	7	-1.491367	8.925000
212	+	7	-1.491372	8.931000
212	+	7	-1.491368	8.933000
212	+	7	-1.491367	8.935000
212	+	7	-1.491372	8.939000
213	+	7	-1.170276	9.407000
213	+	7	-1.170277	9.409000
214	+	7	-1.289055	9.213000
215	+	7	-1.737441	8.726000
215	+	7	-1.737441	8.728000
216	+	7	-2.779321	8.001000
217	+	7	-2.305100	9.247000
218	+	7	-2.094262	7.299000
219	+	7	-1.130702	9.617000
220	+	7	-1.491566	8.849000
221	+	7	-1.171621	9.439000
222	+	7	-1.087075	9.497000
223	+	7	-1.974642	7.951000
223	+	7	-1.974645	7.953000
224	+	7	-0.965016	9.526000
225	+	7	-1.148920	9.284000
225	+	7	-1.148262	9.439000
226	+	7	-2.474217	8.209000
227	+	7	-1.082272	9.416000
227	+	7	-1.074678	9.551000
228	+	7	-1.004325	9.510000
229	+	7	-0.994273	9.546000
230	+	7	-1.175867	9.389000
231	+	7	-3.999738	4.380000
232	+	7	-1.046634	9.437000
232	+	7	-1.045954	9.479000
232	+	7	-1.046772	9.527000
232	+	7	-1.046772	9.529000
233	+	7	-1.179285	9.646000
234	+	7	-1.347680	9.552000
235	+	7	-1.356394	9.145000
236	+	7	-1.136856	9.440000
237	+	7	-1.236083	9.254000
238	+	7	-2.916404	7.919000
239	+	7	-0.985541	9.577000
240	+	7	-0.966871	9.541000
241	+	7	-1.412809	8.776000
241	+	7	-1.412808	8.778000
242	+	7	-1.166569	9.339000
243	+	7	-2.899508	7.942000
244	+	7	-1.111120	9.508000
245	+	7	-1.435830	8.986000
245	+	7	-1.435832	8.988000
246	+	7	-1.408494	8.858000
247	+	7	-1.475002	9.424000
248	+	7	-1.359862	9.105000
249	+	7	-1.066584	9.591000
250	+	7	-1.123945	9.478000
251	+	7	-2.184072	6.378000
252	+	7	-1.392960	9.071000
253	+	7	-1.176426	9.380000
254	+	7	-1.532252	9.023000
254	+	7	-1.532252	9.025000
255	+	7	-1.071025	9.443000
255	+	7	-1.071027	9.445000
255	+	7	-1.065326	9.555000
255	+	7	-1.065325	9.560000
255	+	7	-1.065326	9.563000
256	+	7	-1.068315	9.481000
256	+	7	-1.068314	9.483000
257	+	7	-2.850818	7.941000
258	+	7	-1.465065	8.945000
258	+	7	-1.465064	8.947000
259	+	7	-2.623508	8.074000
260	+	7	-1.151561	9.447000
261	+	7	-1.262329	9.517000
262	+	7	-3.999738	4.347000
263	+	7	-1.097176	9.497000
264	+	7	-1.269565	9.243000
265	+	7	-1.375536	9.121000
265	+	7	-1.375535	9.123000
266	+	7	-2.102065	7.615000
267	+	7	-1.193849	9.275000
267	+	7	-1.193848	9.277000
267	+	7	-1.193683	9.303000
267	+	7	-1.193946	9.343000
267	+	7	-1.193946	9.345000
267	+	7	-1.193946	9.349000
267	+	7	-1.193944	9.351000
267	+	7	-1.193945	9.353000
267	+	7	-1.193944	9.355000
267	+	7	-1.193938	9.359000
267	+	7	-1.193936	9.361000
267	+	7	-1.194823	9.425000
268	+	7	-3.477859	7.629000
269	+	7	-1.030806	9.736000
270	+	7	-1.088046	9.556000
271	+	7	-3.999738	4.357000
272	+	7	-1.281498	9.191000
273	+	7	-2.571684	8.126000
274	+	7	-1.290742	9.182000
275	+	7	-1.309708	9.171000
276	+	7	-2.780162	7.977000
277	+	7	-1.269449	9.209000
278	+	7	-1.095039	9.493000
278	+	7	-1.095037	9.496000
279	+	7	-1.304220	9.402000
280	+	7	-2.165868	6.591000
281	+	7	-0.988209	9.715000
282	+	7	-0.988519	9.520000
283	+	7	-0.990744	9.562000
284	+	7	-1.177868	9.356000
285	+	7	-1.096187	9.466000
286	+	7	-1.117818	9.413000
287	+	7	-1.276536	9.262000
288	+	7	-1.002948	9.494000
289	+	7	-1.991614	8.415000
290	+	7	-1.068006	9.523000
291	+	7	-1.068761	9.451000
291	+	7	-1.066516	9.570000
292	+	7	-1.101800	9.501000
293	+	7	-1.969159	8.350000
294	+	7	-0.996566	9.511000
295	+	7	-1.304885	9.156000
296	+	7	-0.969328	9.531000
297	+	7	-2.774699	8.021000
298	+	7	-1.443560	8.941000
298	+	7	-1.443562	8.943000
298	+	7	-1.443558	8.945000
299	+	7	-3.120587	7.581000
300	+	7	-1.425426	9.063000
300	+	7	-1.425427	9.065000
300	+	7	-1.425427	9.067000
301	+	7	-1.220846	9.374000
302	+	7	-1.030626	9.708000
303	+	7	-1.073871	9.709000
304	+	7	-0.971270	9.503000
305	+	7	-0.990133	9.488000
306	+	7	-1.370501	9.086000
307	+	7	-1.023062	9.524000
308	+	7	-1.030552	9.736000
309	+	7	-0.968230	9.744000
310	+	7	-1.839370	8.585000
310	+	7	-1.837396	8.663000
310	+	7	-1.837452	8.684000
311	+	7	-2.633509	7.906000
312	+	7	-2.150541	6.540000
313	+	7	-1.233721	9.298000
314	+	7	-3.999738	7.489000
315	+	7	-0.967326	9.492000
316	+	7	-1.172402	9.312000
316	+	7	-1.169869	9.414000
317	+	7	-1.201940	9.601000
318	+	7	-0.970454	9.460000
319	+	5	-1.076471	19.502000
319	+	5	-1.076272	19.520000
319	+	5	-1.076077	19.538000
319	+	5	-1.076076	19.563000
319	+	5	-1.076231	19.599000
319	+	5	-1.073196	19.839000
319	+	7	-1.452786	9.037000
320	+	7	-1.276374	9.295000
321	+	7	-2.234832	8.287000
322	+	7	-1.616579	8.763000
322	+	7	-1.616576	8.765000
323	+	7	-1.545487	8.969000
324	+	7	-1.780674	8.638000
325	+	7	-2.335898	8.266000
326	+	7	-1.577559	8.868000
326	+	7	-1.577564	8.870000
326	+	7	-1.577563	8.872000
327	+	7	-1.101431	9.478000
328	+	7	-1.298205	9.192000
329	+	7	-1.036861	9.557000
330	+	7	-1.067859	9.731000
331	+	7	-1.146843	9.691000
332	+	7	-1.114940	9.576000
333	+	7	-1.226129	9.625000
334	+	7	-1.324515	9.095000
335	+	7	-3.999738	4.369000
336	+	7	-2.078663	7.555000
337	+	7	-0.998659	9.733000
338	+	7	-0.973656	9.535000
338	+	7	-0.973656	9.537000
339	+	7	-2.166502	6.465000
340	+	7	-3.999738	4.364000
341	+	7	-3.536114	7.270000
342	+	7	-3.999738	4.393000
343	+	7	-1.006269	9.534000
344	+	7	-1.015835	9.718000
345	+	7	-1.019264	9.688000
346	+	7	-1.099429	9.536000
347	+	7	-0.965103	9.420000
347	+	7	-0.964884	9.451000
347	+	7	-0.966602	9.528000
347	+	7	-0.966596	9.532000
348	+	7	-1.925015	8.514000
349	+	7	-1.027645	9.732000
350	+	7	-1.321889	9.194000
351	+	7	-1.289280	9.213000
352	+	7	-1.091848	9.299000
352	+	7	-1.092470	9.369000
352	+	7	-1.092467	9.371000
352	+	7	-1.094205	9.447000
353	+	7	-1.026042	9.697000
354	+	7	-1.522236	8.924000
355	+	7	-1.324556	9.151000
356	+	7	-0.960331	9.528000
356	+	7	-0.960328	9.530000
357	+	7	-2.160208	6.494000
358	+	7	-0.991834	9.696000
359	+	7	-1.769525	8.705000
360	+	7	-0.985556	9.733000
361	+	7	-1.918935	8.433000
361	+	7	-1.918936	8.435000
361	+	7	-1.918937	8.438000
361	+	7	-1.918937	8.441000
362	+	7	-1.123466	9.703000
363	+	7	-1.356553	9.071000
364	+	7	-1.332004	9.097000
365	+	7	-1.100334	9.721000
366	+	7	-1.307956	9.504000
367	+	7	-1.066946	9.522000
368	+	7	-1.100737	9.519000
368	+	7	-1.100825	9.540000
368	+	7	-1.100826	9.542000
368	+	7	-1.100824	9.544000
369	+	7	-1.005913	9.528000
370	+	7	-0.991112	9.564000
371	+	7	-1.545181	8.900000
372	+	7	-1.345090	9.129000
373	+	7	-2.093900	7.757000
374	+	7	-1.361919	9.043000
374	+	7	-1.361918	9.045000
375	+	7	-1.115576	9.472000
376	+	7	-1.435018	9.061000
377	+	7	-0.979069	9.503000
378	+	7	-1.342330	9.075000
379	+	7	-1.271523	9.269000
380	+	7	-1.393769	9.054000
381	+	7	-0.968874	9.439000
382	+	7	-3.342616	7.686000
383	+	7	-3.999738	4.421000
384	+	7	-2.187060	6.414000
385	+	7	-1.316603	9.092000
386	+	7	-1.486975	8.974000
386	+	7	-1.486975	8.976000
387	+	7	-1.254883	9.116000
387	+	7	-1.253612	9.227000
388	+	7	-0.966154	9.721000
389	+	7	-1.264307	9.628000
390	+	7	-1.062619	9.515000
391	+	7	-1.206770	9.278000
391	+	7	-1.206771	9.280000
392	+	7	-3.999738	4.366000
393	+	7	-1.267053	9.211000
394	+	7	-2.380207	8.213000
395	+	7	-2.705117	7.887000
396	+	7	-1.101250	9.726000
397	+	7	-0.993454	9.519000
398	+	7	-1.357749	9.081000
399	+	7	-1.592599	8.881000
400	+	7	-3.012215	7.543000
401	+	7	-1.417886	8.960000
401	+	7	-1.418316	9.008000
402	+	7	-3.999738	4.398000
403	+	7	-3.003570	3.859000
403	+	7	-3.730232	4.773000
404	+	7	-1.903248	8.423000
404	+	7	-1.903248	8.425000
405	+	7	-1.061076	9.528000
406	+	7	-1.163228	9.369000
407	+	7	-1.389535	9.059000
408	+	7	-1.538366	8.954000
408	+	7	-1.538365	8.956000
409	+	7	-1.616287	8.776000
409	+	7	-1.616292	8.778000
409	+	7	-1.616290	8.780000
409	+	7	-1.616286	8.782000
410	+	7	-1.124335	9.403000
410	+	7	-1.116359	9.541000
410	+	7	-1.116357	9.545000
411	+	7	-1.057782	9.474000
411	+	7	-1.058998	9.578000
412	+	7	-1.115098	9.685000
413	+	7	-1.152937	9.450000
413	+	7	-1.152935	9.452000
414	+	7	-1.262598	9.265000
414	+	7	-1.262600	9.267000
415	+	7	-1.217548	9.637000
416	+	7	-1.004161	9.463000
417	+	7	-1.099649	9.587000
417	+	7	-1.099648	9.589000
418	+	7	-1.097697	9.538000
419	+	7	-3.999738	4.361000
420	+	7	-1.006287	9.477000
420	+	7	-1.006290	9.480000
420	+	7	-1.006290	9.483000
421	+	7	-3.928263	4.515000
422	+	7	-1.551610	8.975000
422	+	7	-1.551612	8.977000
423	+	7	-2.299004	8.272000
424	+	7	-1.002709	9.484000
425	+	7	-2.193360	8.190000
426	+	7	-1.491396	8.903000
426	+	7	-1.491396	8.907000
426	+	7	-1.491267	8.937000
426	+	7	-1.491267	8.939000
426	+	7	-1.491268	8.941000
426	+	7	-1.491300	8.957000
427	+	7	-2.212148	6.391000
428	+	7	-0.976508	9.719000
429	+	7	-1.040974	9.732000
430	+	7	-1.003863	9.513000
430	+	7	-1.003869	9.517000
431	+	7	-3.999738	7.981000
432	+	7	-1.110607	9.582000
433	+	7	-3.999738	4.375000
434	+	7	-0.983413	9.729000
435	+	7	-1.292295	9.585000
436	+	7	-1.154180	9.382000
436	+	7	-1.153501	9.423000
436	+	7	-1.155234	9.477000
437	+	7	-1.140653	9.503000
438	+	7	-0.966248	9.503000
438	+	7	-0.965201	9.557000
438	+	7	-0.965239	9.570000
439	+	7	-0.988025	9.514000
440	+	7	-2.011320	8.296000
441	+	7	-1.092860	9.528000
442	+	7	-0.966094	9.534000
443	+	7	-1.545970	8.825000
444	+	7	-1.056222	9.496000
445	+	7	-3.036506	7.858000
445	+	7	-3.036511	7.862000
446	+	7	-2.963760	7.649000
447	+	7	-1.016042	9.581000
448	+	7	-2.072980	9.300000
449	+	7	-1.069085	9.539000
449	+	7	-1.069085	9.541000
450	+	7	-3.999738	4.380000
451	+	7	-0.989970	9.549000
451	+	7	-0.989971	9.551000
452	+	7	-1.495227	9.459000
453	+	7	-1.055134	9.464000
454	+	7	-0.958883	9.514000
455	+	7	-2.576970	9.241000
456	+	7	-2.967495	7.903000
457	+	7	-1.066767	9.537000
458	+	7	-2.345650	8.186000
459	+	7	-1.915410	8.432000
459	+	7	-1.915950	8.504000
460	+	7	-1.179074	9.672000
461	+	7	-1.036472	9.554000
462	+	7	-3.344323	7.471000
463	+	7	-1.211884	9.329000
464	+	7	-1.292423	9.241000
464	+	7	-1.292431	9.246000
465	+	7	-0.976681	9.484000
466	+	7	-2.095826	7.659000
467	+	7	-0.975077	9.412000
468	+	7	-1.015402	9.441000
469	+	7	-1.461246	9.050000
470	+	7	-1.092838	9.509000
471	+	7	-2.075802	7.509000
472	+	7	-1.292191	9.236000
473	+	7	-1.088033	9.539000
473	+	7	-1.088032	9.541000
473	+	7	-1.088025	9.545000
474	+	7	-1.410513	9.058000
474	+	7	-1.410512	9.060000
474	+	7	-1.410511	9.062000
475	+	7	-1.066865	9.521000
476	+	7	-3.999738	4.351000
477	+	7	-1.451705	8.938000
478	+	7	-1.538994	8.795000
479	+	7	-1.130072	9.468000
479	+	7	-1.130076	9.472000
479	+	7	-1.130077	9.474000
480	+	7	-1.020613	9.455000
481	+	7	-1.939775	8.345000
482	+	7	-2.163690	6.940000
483	+	7	-3.999738	4.368000
484	+	7	-1.105941	9.522000
485	+	7	-1.000326	9.568000
486	+	7	-1.169188	9.329000
487	+	7	-1.434508	9.485000
487	+	7	-1.434508	9.487000
488	+	7	-3.999738	7.609000
489	+	7	-1.479615	8.985000
490	+	7	-1.184650	9.336000
491	+	7	-1.040390	9.576000
492	+	7	-1.317627	9.145000
493	+	7	-1.356508	9.132000
493	+	7	-1.356509	9.134000
493	+	7	-1.356509	9.136000
493	+	7	-1.356509	9.138000
493	+	7	-1.356506	9.142000
493	+	7	-1.356503	9.144000
493	+	7	-1.356502	9.146000
493	+	7	-1.356496	9.150000
493	+	7	-1.356499	9.152000
494	+	7	-0.953228	9.583000
495	+	7	-1.054867	9.488000
496	+	7	-1.464313	9.491000
497	+	7	-1.703709	8.742000
498	+	7	-2.168273	6.706000
499	+	7	-3.994768	4.427000
500	+	7	-1.064982	9.524000
501	+	7	-2.744533	8.016000
502	+	7	-1.590765	8.863000
503	+	7	-1.036104	9.730000
504	+	7	-1.725738	8.653000
505	+	7	-1.328908	9.138000
506	+	7	-1.137300	9.461000
506	+	7	-1.137299	9.463000
507	+	7	-1.400435	9.098000
507	+	7	-1.400435	9.100000
508	+	7	-3.384562	7.691000
509	+	7	-1.077432	9.728000
510	+	7	-2.640932	7.758000
511	+	7	-2.511200	8.047000
512	+	7	-1.108726	9.521000
513	+	7	-3.408732	7.702000
514	+	7	-1.003581	9.707000
515	+	7	-2.119698	6.539000
516	+	7	-1.067513	9.463000
517	+	7	-1.780934	8.454000
518	+	7	-1.108907	9.572000
519	+	7	-2.031366	8.170000
519	+	7	-2.031368	8.172000
520	+	7	-0.969559	9.538000
521	+	7	-2.126500	7.207000
522	+	7	-0.978385	9.566000
523	+	7	-1.724568	8.750000
523	+	7	-1.724571	8.752000
524	+	7	-1.505256	8.863000
525	+	7	-1.040699	9.520000
526	+	7	-1.253516	9.170000
527	+	7	-1.004365	9.524000
528	+	7	-1.346020	9.208000
529	+	7	-0.958797	9.655000
530	+	7	-1.488732	8.931000
531	+	7	-1.345972	9.482000
532	+	7	-0.964341	9.538000
533	+	7	-1.260799	9.221000
534	+	7	-1.139740	9.446000
535	+	7	-3.620610	7.626000
536	+	7	-1.497326	8.991000
537	+	7	-3.999738	4.381000
538	+	7	-1.021655	9.505000
539	+	7	-1.132817	9.483000
540	+	7	-1.205858	9.371000
541	+	7	-1.456236	8.944000
542	+	7	-1.215567	9.238000
542	+	7	-1.213884	9.328000
542	+	7	-1.213883	9.330000
543	+	7	-1.231964	9.280000
544	+	7	-3.999738	7.598000
545	+	7	-1.237364	9.294000
545	+	7	-1.235444	9.357000
546	+	7	-1.867827	8.463000
547	+	7	-0.970193	9.525000
548	+	7	-1.329511	9.224000
549	+	7	-1.548265	9.343000
549	+	7	-1.548292	9.351000
549	+	7	-1.548291	9.353000
550	+	7	-1.015042	9.542000
551	+	7	-1.225199	9.283000
552	+	7	-1.767423	8.662000
553	+	7	-2.157337	8.381000
554	+	7	-3.999738	4.361000
555	+	7	-2.138079	7.107000
556	+	7	-1.568326	8.763000
557	+	7	-2.142850	6.594000
558	+	7	-2.085850	7.427000
559	+	7	-1.380314	9.103000
560	+	7	-2.977726	7.662000
561	+	7	-1.182231	9.343000
562	+	7	-1.879721	9.293000
563	+	7	-3.124588	7.821000
564	+	7	-3.689357	7.141000
565	+	7	-1.065172	9.724000
566	+	7	-1.686020	8.694000
567	+	7	-1.742657	8.766000
568	+	7	-1.030333	9.724000
569	+	7	-1.499146	9.452000
570	+	7	-0.992582	9.511000
571	+	7	-1.637244	8.773000
571	+	7	-1.637247	8.775000
571	+	7	-1.637246	8.777000
571	+	7	-1.637244	8.779000
572	+	7	-0.960743	9.463000
572	+	7	-0.960744	9.466000
573	+	7	-2.476783	8.141000
574	+	7	-1.043101	9.553000
575	+	7	-3.459011	7.428000
576	+	7	-1.007949	9.511000
576	+	7	-1.007948	9.513000
577	+	7	-1.003936	9.415000
578	+	7	-1.193113	9.316000
579	+	7	-1.293267	9.221000
580	+	7	-1.319207	9.124000
581	+	7	-1.403977	9.114000
581	+	7	-1.403977	9.116000
582	+	7	-1.075188	9.738000
583	+	7	-1.813114	9.349000
584	+	7	-2.573789	9.214000
585	+	7	-2.024922	8.389000
586	+	7	-1.186356	9.244000
587	+	7	-1.887344	9.326000
588	+	7	-1.905995	9.335000
589	+	7	-1.214726	9.310000
589	+	7	-1.214725	9.312000
590	+	7	-1.258460	9.248000
591	+	7	-1.379677	9.149000
592	+	7	-3.632325	7.612000
593	+	7	-0.972180	9.524000
594	+	7	-0.974209	9.468000
595	+	7	-3.691372	7.465000
596	+	7	-1.033933	9.475000
597	+	7	-1.219209	9.321000
598	+	7	-1.489236	8.967000
598	+	7	-1.489238	8.969000
598	+	7	-1.487593	9.051000
599	+	7	-2.134090	8.279000
600	+	7	-1.305970	9.225000
601	+	7	-1.109003	9.549000
602	+	7	-1.316256	9.147000
